image_path,label
E:\E-Waste\train\Mobile\Mobile_283.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_285.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_287.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_288.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_289.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_29.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_290.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_291.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_292.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_293.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_295.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_296.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_297.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_298.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_299.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_3.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_30.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_31.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_32.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_33.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_35.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_36.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_38.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_39.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_41.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_42.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_43.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_44.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_45.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_46.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_47.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_48.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_49.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_5.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_50.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_51.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_52.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_53.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_54.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_55.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_56.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_57.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_58.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_59.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_6.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_60.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_62.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_63.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_64.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_67.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_68.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_69.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_7.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_70.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_71.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_72.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_73.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_74.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_76.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_77.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_78.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_79.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_8.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_80.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_81.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_82.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_84.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_85.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_86.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_87.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_89.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_9.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_90.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_91.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_93.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_94.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_96.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_97.jpg,Mobile
E:\E-Waste\train\Mobile\Mobile_98.jpg,Mobile
E:\E-Waste\train\Mouse\Mouse_0.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_1.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_10.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_100.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_101.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_102.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_104.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_107.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_109.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_11.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_110.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_111.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_112.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_113.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_114.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_115.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_116.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_117.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_119.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_12.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_120.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_121.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_123.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_124.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_125.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_126.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_127.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_13.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_131.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_132.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_133.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_134.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_135.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_136.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_137.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_138.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_139.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_14.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_140.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_141.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_142.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_143.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_144.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_145.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_149.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_15.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_151.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_153.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_154.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_155.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_156.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_157.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_158.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_159.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_16.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_160.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_161.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_162.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_163.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_164.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_165.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_166.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_167.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_168.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_17.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_170.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_171.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_172.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_173.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_175.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_176.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_178.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_179.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_18.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_180.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_181.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_182.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_183.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_184.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_185.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_186.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_187.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_188.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_19.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_191.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_193.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_194.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_195.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_196.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_197.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_199.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_2.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_20.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_200.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_201.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_202.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_203.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_204.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_205.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_206.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_207.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_208.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_209.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_21.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_210.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_212.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_213.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_214.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_215.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_216.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_217.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_218.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_219.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_220.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_221.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_222.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_223.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_225.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_227.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_228.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_230.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_231.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_232.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_233.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_234.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_235.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_236.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_237.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_238.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_240.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_243.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_244.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_245.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_246.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_248.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_249.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_25.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_250.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_252.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_253.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_254.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_255.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_256.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_257.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_258.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_26.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_261.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_262.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_263.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_268.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_269.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_27.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_270.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_271.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_272.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_273.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_274.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_276.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_278.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_28.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_281.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_283.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_285.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_287.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_288.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_289.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_29.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_290.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_291.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_292.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_293.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_295.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_296.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_297.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_298.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_299.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_3.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_30.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_31.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_32.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_33.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_35.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_36.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_38.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_39.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_41.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_42.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_43.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_44.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_45.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_46.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_47.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_48.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_49.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_5.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_50.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_51.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_52.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_53.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_54.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_55.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_56.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_57.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_58.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_59.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_6.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_60.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_62.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_63.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_64.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_67.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_68.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_69.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_7.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_70.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_71.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_72.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_73.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_74.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_76.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_77.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_78.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_79.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_8.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_80.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_81.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_82.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_84.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_85.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_86.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_87.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_89.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_9.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_90.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_91.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_93.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_94.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_96.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_97.jpg,Mouse
E:\E-Waste\train\Mouse\Mouse_98.jpg,Mouse
E:\E-Waste\train\PCB\pcb_0.jpg,PCB
E:\E-Waste\train\PCB\pcb_1.jpg,PCB
E:\E-Waste\train\PCB\pcb_10.jpg,PCB
E:\E-Waste\train\PCB\pcb_100.jpg,PCB
E:\E-Waste\train\PCB\pcb_101.jpg,PCB
E:\E-Waste\train\PCB\pcb_102.jpg,PCB
E:\E-Waste\train\PCB\pcb_104.jpg,PCB
E:\E-Waste\train\PCB\pcb_107.jpg,PCB
E:\E-Waste\train\PCB\pcb_109.jpg,PCB
E:\E-Waste\train\PCB\pcb_11.jpg,PCB
E:\E-Waste\train\PCB\pcb_110.jpg,PCB
E:\E-Waste\train\PCB\pcb_111.jpg,PCB
E:\E-Waste\train\PCB\pcb_112.jpg,PCB
E:\E-Waste\train\PCB\pcb_113.jpg,PCB
E:\E-Waste\train\PCB\pcb_114.jpg,PCB
E:\E-Waste\train\PCB\pcb_115.jpg,PCB
E:\E-Waste\train\PCB\pcb_116.jpg,PCB
E:\E-Waste\train\PCB\pcb_117.jpg,PCB
E:\E-Waste\train\PCB\pcb_119.jpg,PCB
E:\E-Waste\train\PCB\pcb_12.jpg,PCB
E:\E-Waste\train\PCB\pcb_120.jpg,PCB
E:\E-Waste\train\PCB\pcb_121.jpg,PCB
E:\E-Waste\train\PCB\pcb_123.jpg,PCB
E:\E-Waste\train\PCB\pcb_124.jpg,PCB
E:\E-Waste\train\PCB\pcb_125.jpg,PCB
E:\E-Waste\train\PCB\pcb_126.jpg,PCB
E:\E-Waste\train\PCB\pcb_127.jpg,PCB
E:\E-Waste\train\PCB\pcb_13.jpg,PCB
E:\E-Waste\train\PCB\pcb_131.jpg,PCB
E:\E-Waste\train\PCB\pcb_132.jpg,PCB
E:\E-Waste\train\PCB\pcb_133.jpg,PCB
E:\E-Waste\train\PCB\pcb_134.jpg,PCB
E:\E-Waste\train\PCB\pcb_135.jpg,PCB
E:\E-Waste\train\PCB\pcb_136.jpg,PCB
E:\E-Waste\train\PCB\pcb_137.jpg,PCB
E:\E-Waste\train\PCB\pcb_138.jpg,PCB
E:\E-Waste\train\PCB\pcb_139.jpg,PCB
E:\E-Waste\train\PCB\pcb_14.jpg,PCB
E:\E-Waste\train\PCB\pcb_140.jpg,PCB
E:\E-Waste\train\PCB\pcb_141.jpg,PCB
E:\E-Waste\train\PCB\pcb_142.jpg,PCB
E:\E-Waste\train\PCB\pcb_143.jpg,PCB
E:\E-Waste\train\PCB\pcb_144.jpg,PCB
E:\E-Waste\train\PCB\pcb_145.jpg,PCB
E:\E-Waste\train\PCB\pcb_149.jpg,PCB
E:\E-Waste\train\PCB\pcb_15.jpg,PCB
E:\E-Waste\train\PCB\pcb_151.jpg,PCB
E:\E-Waste\train\PCB\pcb_153.jpg,PCB
E:\E-Waste\train\PCB\pcb_154.jpg,PCB
E:\E-Waste\train\PCB\pcb_155.jpg,PCB
E:\E-Waste\train\PCB\pcb_156.jpg,PCB
E:\E-Waste\train\PCB\pcb_157.jpg,PCB
E:\E-Waste\train\PCB\pcb_158.jpg,PCB
E:\E-Waste\train\PCB\pcb_159.jpg,PCB
E:\E-Waste\train\PCB\pcb_16.jpg,PCB
E:\E-Waste\train\PCB\pcb_160.jpg,PCB
E:\E-Waste\train\PCB\pcb_161.jpg,PCB
E:\E-Waste\train\PCB\pcb_162.jpg,PCB
E:\E-Waste\train\PCB\pcb_163.jpg,PCB
E:\E-Waste\train\PCB\pcb_164.jpg,PCB
E:\E-Waste\train\PCB\pcb_165.jpg,PCB
E:\E-Waste\train\PCB\pcb_166.jpg,PCB
E:\E-Waste\train\PCB\pcb_167.jpg,PCB
E:\E-Waste\train\PCB\pcb_168.jpg,PCB
E:\E-Waste\train\PCB\pcb_17.jpg,PCB
E:\E-Waste\train\PCB\pcb_170.jpg,PCB
E:\E-Waste\train\PCB\pcb_171.jpg,PCB
E:\E-Waste\train\PCB\pcb_172.jpg,PCB
E:\E-Waste\train\PCB\pcb_173.jpg,PCB
E:\E-Waste\train\PCB\pcb_175.jpg,PCB
E:\E-Waste\train\PCB\pcb_176.jpg,PCB
E:\E-Waste\train\PCB\pcb_178.jpg,PCB
E:\E-Waste\train\PCB\pcb_179.jpg,PCB
E:\E-Waste\train\PCB\pcb_18.jpg,PCB
E:\E-Waste\train\PCB\pcb_180.jpg,PCB
E:\E-Waste\train\PCB\pcb_181.jpg,PCB
E:\E-Waste\train\PCB\pcb_182.jpg,PCB
E:\E-Waste\train\PCB\pcb_183.jpg,PCB
E:\E-Waste\train\PCB\pcb_184.jpg,PCB
E:\E-Waste\train\PCB\pcb_185.jpg,PCB
E:\E-Waste\train\PCB\pcb_186.jpg,PCB
E:\E-Waste\train\PCB\pcb_187.jpg,PCB
E:\E-Waste\train\PCB\pcb_188.jpg,PCB
E:\E-Waste\train\PCB\pcb_19.jpg,PCB
E:\E-Waste\train\PCB\pcb_191.jpg,PCB
E:\E-Waste\train\PCB\pcb_193.jpg,PCB
E:\E-Waste\train\PCB\pcb_194.jpg,PCB
E:\E-Waste\train\PCB\pcb_195.jpg,PCB
E:\E-Waste\train\PCB\pcb_196.jpg,PCB
E:\E-Waste\train\PCB\pcb_197.jpg,PCB
E:\E-Waste\train\PCB\pcb_199.jpg,PCB
E:\E-Waste\train\PCB\pcb_2.jpg,PCB
E:\E-Waste\train\PCB\pcb_20.jpg,PCB
E:\E-Waste\train\PCB\pcb_200.jpg,PCB
E:\E-Waste\train\PCB\pcb_201.jpg,PCB
E:\E-Waste\train\PCB\pcb_202.jpg,PCB
E:\E-Waste\train\PCB\pcb_203.jpg,PCB
E:\E-Waste\train\PCB\pcb_204.jpg,PCB
E:\E-Waste\train\PCB\pcb_205.jpg,PCB
E:\E-Waste\train\PCB\pcb_206.jpg,PCB
E:\E-Waste\train\PCB\pcb_207.jpg,PCB
E:\E-Waste\train\PCB\pcb_208.jpg,PCB
E:\E-Waste\train\PCB\pcb_209.jpg,PCB
E:\E-Waste\train\PCB\pcb_21.jpg,PCB
E:\E-Waste\train\PCB\pcb_210.jpg,PCB
E:\E-Waste\train\PCB\pcb_212.jpg,PCB
E:\E-Waste\train\PCB\pcb_213.jpg,PCB
E:\E-Waste\train\PCB\pcb_214.jpg,PCB
E:\E-Waste\train\PCB\pcb_215.jpg,PCB
E:\E-Waste\train\PCB\pcb_216.jpg,PCB
E:\E-Waste\train\PCB\pcb_217.jpg,PCB
E:\E-Waste\train\PCB\pcb_218.jpg,PCB
E:\E-Waste\train\PCB\pcb_219.jpg,PCB
E:\E-Waste\train\PCB\pcb_220.jpg,PCB
E:\E-Waste\train\PCB\pcb_221.jpg,PCB
E:\E-Waste\train\PCB\pcb_222.jpg,PCB
E:\E-Waste\train\PCB\pcb_223.jpg,PCB
E:\E-Waste\train\PCB\pcb_225.jpg,PCB
E:\E-Waste\train\PCB\pcb_227.jpg,PCB
E:\E-Waste\train\PCB\pcb_228.jpg,PCB
E:\E-Waste\train\PCB\pcb_230.jpg,PCB
E:\E-Waste\train\PCB\pcb_231.jpg,PCB
E:\E-Waste\train\PCB\pcb_232.jpg,PCB
E:\E-Waste\train\PCB\pcb_233.jpg,PCB
E:\E-Waste\train\PCB\pcb_234.jpg,PCB
E:\E-Waste\train\PCB\pcb_235.jpg,PCB
E:\E-Waste\train\PCB\pcb_236.jpg,PCB
E:\E-Waste\train\PCB\pcb_237.jpg,PCB
E:\E-Waste\train\PCB\pcb_238.jpg,PCB
E:\E-Waste\train\PCB\pcb_240.jpg,PCB
